group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,83,HKG,"Hong Kong, China",,,,393,306
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,84,GER,Germany,Julia Ewald,GERJE43,,380.2,307.2
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,85,FRA,France,Paul Garnier,FRAPG57,,377,314
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,86,SUI,Switzerland,Damian Berther,SUIDB8,,394,314
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,87,GER,Germany,Tim Engstler,GERTE20,,403,325
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,88,DEN,Denmark,,,,401,327
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,89,POL,Poland,Piotr Kowalewski,POLPK42,,393,332
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,90,CZE,Czechia,Nela Viščorová / Ema Drahorádová,CZEED4 / CZENV1,,403,335
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,91,GBR,Great Britain,,,,431,337
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,92,GER,Germany,,,,431,337
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,93,HKG,"Hong Kong, China",,,,418.1,340.1
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,94,GBR,Great Britain,,,,416,346
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,95,GER,Germany,,,,431,357
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,96,USA,United States of America,Thomas Zaydon,USATZ13,,449,358
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,97,ITA,Italy,Emma Bert / Achille Angelini,ITAAA160 / ITAEB97,,199,150
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,98,FRA,France,,,,218,175
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,99,ITA,Italy,,,,256,180
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,100,CAN,Canada,,,,269,188
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,101,ITA,Italy,,,,264,191
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,102,NOR,Norway,Gwenaelle Brod,NORGB7,,258,192
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,103,GBR,Great Britain,Scarlett Gladman,GBRSG71,,270,200
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,104,DEN,Denmark,,,,287,204
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,105,GER,Germany,,,,281,205
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,106,POL,Poland,,,,284,207
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,107,ESP,Spain,,,,283,208
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,108,ITA,Italy,,,,279,208
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,109,GBR,Great Britain,,,,282,211
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,110,POL,Poland,Aleksander Szczepara / Adam Aljabali,POLAA9 / POLAS52,,306,213
